task_id,input_shape_relation,output_shape_relation,same_shape,crop,expand,panel,scale,num_colors_in,num_colors_out,color_role_stability,has_frame,has_panel_separator,has_objects,has_lines,has_holes,has_symmetry,has_periodicity,has_translation,has_recolor,has_counting,has_template_copy,current_cost,potential_to_1000,current_model_source,known_online_status,family,family_reason
task380,3x3;3x3;3x3;3x3,3x3;3x3;3x3;3x3,True,False,False,True,False,4,4,0.0,False,True,True,True,False,none,False,False,False,False,False,149,0,outputs\onnx\task380.onnx,tried,C,panel_selection_or_algebra
task381,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,2,3,0.5,False,False,True,False,False,none,False,True,True,False,True,4709,1.5495,outputs\onnx\task381.onnx,tried,H,object_copy_or_marker_paste
task382,17x12;14x10;12x12,17x12;14x10;12x12,True,False,False,False,False,3,3,0.6667,False,False,True,False,True,none,False,True,False,False,True,54738,4.0026,outputs\onnx\task382.onnx,tried,E,hole_fill_or_enclosed_region
task383,19x13;15x17;16x18,19x13;15x17;16x18,True,False,False,False,False,6,6,0.3333,False,False,False,False,False,none,False,True,False,False,True,2829,1.0399,outputs\onnx\task383.onnx,tried,K,template_matching_or_finite_pattern
task384,9x9;9x9;9x9,6x8;6x6;8x6,False,True,False,False,False,2,2,0.0,False,False,True,True,False,none,False,False,False,False,True,1215,0.1947,outputs\onnx\task384.onnx,tried,B,bbox_crop_or_object_extraction
task385,10x4;10x4,10x4;10x4,True,False,False,False,False,6,6,0.8333,False,False,False,True,False,none,False,True,False,False,True,270,0,outputs\onnx\task385.onnx,tried,D,line_completion_or_projection
task386,4x7;4x7;4x7;4x7;4x7,4x3;4x3;4x3;4x3;4x3,False,True,False,True,False,4,2,0.0,False,True,True,True,True,none,False,False,True,False,False,339,0,outputs\onnx\task386.onnx,tried,B,bbox_crop_or_object_extraction
task387,14x14;17x14;17x16;17x16,14x14;17x14;17x16;17x16,True,False,False,False,False,6,7,0.8333,False,False,True,False,False,rotational,False,True,True,False,True,12790,2.5487,outputs\onnx\task387.onnx,tried,A,same_shape_local_mask_or_recolor
task388,3x3;6x6;2x2,6x6;12x12;4x4,False,False,True,False,True,4,5,0.0,False,False,True,False,False,rotational,False,False,True,False,False,1515,0.4154,outputs\onnx\task388.onnx,tried,I,color_role_remapping
task389,3x3;5x5;5x5,3x3;5x5;5x5,True,False,False,True,False,4,4,0.75,False,True,False,True,False,both,False,True,True,False,False,250,0,outputs\onnx\task389.onnx,tried,A,same_shape_local_mask_or_recolor
task390,15x15;15x15;15x15,15x15;15x15;15x15,True,False,False,False,False,3,3,0.6667,False,False,True,False,True,horizontal,False,False,False,False,True,5249,1.658,outputs\onnx\task390.onnx,tried,E,hole_fill_or_enclosed_region
task391,13x13;13x16;13x10;13x13,3x1;3x1;3x1;3x1,False,True,False,False,False,7,6,0.0,False,False,True,True,False,none,False,False,False,False,False,245,0,outputs\onnx\task391.onnx,tried,B,bbox_crop_or_object_extraction
task392,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,4,4,0.75,False,False,True,True,False,none,False,True,True,False,False,11286,2.4236,outputs\onnx\task392.onnx,tried,A,same_shape_local_mask_or_recolor
task393,12x12;12x12;12x12,3x1;3x1;3x1,False,True,False,False,False,7,6,0.0,False,False,True,True,False,none,False,False,False,True,False,245,0,outputs\onnx\task393.onnx,tried,B,bbox_crop_or_object_extraction
task394,5x5;4x4;7x7,2x2;1x1;2x2,False,True,False,True,False,6,4,0.0,False,True,False,True,False,none,False,False,False,False,False,311,0,outputs\onnx\task394.onnx,tried,C,panel_selection_or_algebra
task395,6x3;6x3;6x3;6x3;6x3,3x3;3x3;3x3;3x3;3x3,False,True,False,True,False,3,2,0.0,False,True,True,False,False,none,False,False,True,False,False,339,0,outputs\onnx\task395.onnx,tried,B,bbox_crop_or_object_extraction
task396,13x13;13x16;15x16,7x7;6x7;7x7,False,True,False,False,False,5,4,0.0,False,False,True,True,True,none,False,False,False,False,True,110040,4.7008,outputs\onnx\task396.onnx,tried,L,high_cost_representation_rewrite_candidate
task397,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,8,9,0.875,False,False,True,False,False,none,False,True,True,False,False,1099,0.0944,outputs\onnx\task397.onnx,tried,A,same_shape_local_mask_or_recolor
task398,1x5;1x5;1x5;1x5;1x5,10x10;5x5;15x15;15x15;5x5,False,False,True,True,False,8,8,0.0,False,True,True,False,True,both,False,False,False,False,False,6714,1.9042,outputs\onnx\task398.onnx,tried,C,panel_selection_or_algebra
task399,5x5;5x5;7x7;6x6;3x3;7x7;7x7;7x7,3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3,False,False,False,False,False,2,2,0.0,False,False,True,False,False,rotational,False,False,True,False,False,2144,0.7627,outputs\onnx\task399.onnx,tried,I,color_role_remapping
task400,24x24;24x24;24x24,5x5;5x5;5x5,False,True,False,False,False,7,4,0.0,False,False,True,True,True,none,False,False,False,False,True,345,0,outputs\onnx\task400.onnx,tried,B,bbox_crop_or_object_extraction
